species	family	node	filtered_hits	short
E.maximus_E	Mir-671	Theria	1	E.maximus_E
E.maximus_E	Mir-675	Theria	1	E.maximus_E
E.maximus_E	Mir-676	Eutheria	1	E.maximus_E
E.maximus_E	Mir-7	Bilateria	3	E.maximus_E
E.maximus_E	Mir-744	Eutheria	1	E.maximus_E
E.maximus_E	Mir-760	Eutheria	1	E.maximus_E
E.maximus_E	Mir-769	Eutheria	3	E.maximus_E
E.maximus_E	Mir-8	Bilateria	5	E.maximus_E
E.maximus_E	Mir-873	Mammalia	1	E.maximus_E
E.maximus_E	Mir-874	Eutheria	1	E.maximus_E
E.maximus_E	Mir-875	Vertebrata	1	E.maximus_E
E.maximus_E	Mir-877	Eutheria	1	E.maximus_E
E.maximus_E	Mir-885	Eutheria	1	E.maximus_E
E.maximus_E	Mir-9	Bilateria	3	E.maximus_E
E.maximus_E	Mir-92	Bilateria	6	E.maximus_E
E.maximus_E	Mir-95	Eutheria	3	E.maximus_E
E.maximus_E	Mir-96	Bilateria	2	E.maximus_E
E.maximus_E	Mir-9851	Eutheria	1	E.maximus_E
E.maximus_L	Let-7	Bilateria	12	E.maximus_L
E.maximus_L	Mir-1	Bilateria	3	E.maximus_L
E.maximus_L	Mir-10	Eumetazoa	8	E.maximus_L
E.maximus_L	Mir-101	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-103	Deuterostomia	3	E.maximus_L
E.maximus_L	Mir-105	Eutheria	1	E.maximus_L
E.maximus_L	Mir-122	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-124	Bilateria	2	E.maximus_L
E.maximus_L	Mir-1247	Eutheria	1	E.maximus_L
E.maximus_L	Mir-1249	Eutheria	1	E.maximus_L
E.maximus_L	Mir-1251	Theria	1	E.maximus_L
E.maximus_L	Mir-126	Olfactores	1	E.maximus_L
E.maximus_L	Mir-127	Eutheria	1	E.maximus_L
E.maximus_L	Mir-1277	Eutheria	1	E.maximus_L
E.maximus_L	Mir-128	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-129	Chordata	2	E.maximus_L
E.maximus_L	Mir-1296	Eutheria	1	E.maximus_L
E.maximus_L	Mir-1298	Eutheria	1	E.maximus_L
E.maximus_L	Mir-130	Vertebrata	5	E.maximus_L
E.maximus_L	Mir-1306	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-1307	Eutheria	1	E.maximus_L
E.maximus_L	Mir-132	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-1329	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-133	Bilateria	3	E.maximus_L
E.maximus_L	Mir-1343	Eutheria	1	E.maximus_L
E.maximus_L	Mir-135	Chordata	3	E.maximus_L
E.maximus_L	Mir-136	Eutheria	1	E.maximus_L
E.maximus_L	Mir-137	Bilateria	1	E.maximus_L
E.maximus_L	Mir-138	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-1388	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-139	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-140	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-142	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-143	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-144	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-145	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-146	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-147	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-148	Vertebrata	3	E.maximus_L
E.maximus_L	Mir-149	Eutheria	1	E.maximus_L
E.maximus_L	Mir-15	Olfactores	7	E.maximus_L
E.maximus_L	Mir-150	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-153	Bilateria	2	E.maximus_L
E.maximus_L	Mir-154	Eutheria	29	E.maximus_L
E.maximus_L	Mir-155	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-17	Vertebrata	7	E.maximus_L
E.maximus_L	Mir-181	Vertebrata	6	E.maximus_L
E.maximus_L	Mir-184	Bilateria	1	E.maximus_L
E.maximus_L	Mir-185	Eutheria	1	E.maximus_L
E.maximus_L	Mir-186	Mammalia	1	E.maximus_L
E.maximus_L	Mir-187	Osteichthyes	1	E.maximus_L
E.maximus_L	Mir-188	Eutheria	3	E.maximus_L
E.maximus_L	Mir-19	Vertebrata	3	E.maximus_L
E.maximus_L	Mir-190	Bilateria	2	E.maximus_L
E.maximus_L	Mir-191	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-1912	Eutheria	1	E.maximus_L
E.maximus_L	Mir-192	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-193	Bilateria	4	E.maximus_L
E.maximus_L	Mir-194	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-196	Olfactores	3	E.maximus_L
E.maximus_L	Mir-199	Vertebrata	3	E.maximus_L
E.maximus_L	Mir-202	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-204	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-205	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-208	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-21	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-214	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-216	Bilateria	2	E.maximus_L
E.maximus_L	Mir-218	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-219	Bilateria	1	E.maximus_L
E.maximus_L	Mir-22	Bilateria	1	E.maximus_L
E.maximus_L	Mir-221	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-223	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-224	Eutheria	1	E.maximus_L
E.maximus_L	Mir-23	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-24	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-2483	Eutheria	1	E.maximus_L
E.maximus_L	Mir-26	Vertebrata	3	E.maximus_L
E.maximus_L	Mir-27	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-28	Eutheria	3	E.maximus_L
E.maximus_L	Mir-29	Bilateria	4	E.maximus_L
E.maximus_L	Mir-296	Eutheria	1	E.maximus_L
E.maximus_L	Mir-30	Vertebrata	6	E.maximus_L
E.maximus_L	Mir-3059	Eutheria	1	E.maximus_L
E.maximus_L	Mir-3085	Eutheria	1	E.maximus_L
E.maximus_L	Mir-31	Bilateria	1	E.maximus_L
E.maximus_L	Mir-32	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-320	Eutheria	1	E.maximus_L
E.maximus_L	Mir-324	Eutheria	1	E.maximus_L
E.maximus_L	Mir-325	Theria	1	E.maximus_L
E.maximus_L	Mir-326	Eutheria	1	E.maximus_L
E.maximus_L	Mir-328	Eutheria	1	E.maximus_L
E.maximus_L	Mir-33	Bilateria	2	E.maximus_L
E.maximus_L	Mir-331	Eutheria	1	E.maximus_L
E.maximus_L	Mir-337	Eutheria	1	E.maximus_L
E.maximus_L	Mir-338	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-339	Eutheria	1	E.maximus_L
E.maximus_L	Mir-34	Bilateria	5	E.maximus_L
E.maximus_L	Mir-340	Theria	1	E.maximus_L
E.maximus_L	Mir-342	Eutheria	1	E.maximus_L
E.maximus_L	Mir-345	Eutheria	1	E.maximus_L
E.maximus_L	Mir-350	Eutheria	1	E.maximus_L
E.maximus_L	Mir-361	Eutheria	1	E.maximus_L
E.maximus_L	Mir-3613	Theria	1	E.maximus_L
E.maximus_L	Mir-362	Eutheria	4	E.maximus_L
E.maximus_L	Mir-374	Eutheria	1	E.maximus_L
E.maximus_L	Mir-375	Bilateria	1	E.maximus_L
E.maximus_L	Mir-376	Eutheria	5	E.maximus_L
E.maximus_L	Mir-383	Tetrapoda	1	E.maximus_L
E.maximus_L	Mir-384	Eutheria	1	E.maximus_L
E.maximus_L	Mir-423	Eutheria	1	E.maximus_L
E.maximus_L	Mir-425	Gnathostomata	1	E.maximus_L
E.maximus_L	Mir-430	Vertebrata	10	E.maximus_L
E.maximus_L	Mir-431	Eutheria	1	E.maximus_L
E.maximus_L	Mir-433	Eutheria	1	E.maximus_L
E.maximus_L	Mir-448	Eutheria	1	E.maximus_L
E.maximus_L	Mir-450	Eutheria	3	E.maximus_L
E.maximus_L	Mir-451	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-452	Eutheria	1	E.maximus_L
E.maximus_L	Mir-455	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-459	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-486	Eutheria	1	E.maximus_L
E.maximus_L	Mir-488	Eutheria	1	E.maximus_L
E.maximus_L	Mir-489	Osteichthyes	1	E.maximus_L
E.maximus_L	Mir-490	Amniota	1	E.maximus_L
E.maximus_L	Mir-499	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-505	Eutheria	1	E.maximus_L
E.maximus_L	Mir-506	Eutheria	12	E.maximus_L
E.maximus_L	Mir-541	Eutheria	1	E.maximus_L
E.maximus_L	Mir-542	Eutheria	1	E.maximus_L
E.maximus_L	Mir-544	Eutheria	1	E.maximus_L
E.maximus_L	Mir-551	Vertebrata	2	E.maximus_L
E.maximus_L	Mir-582	Eutheria	1	E.maximus_L
E.maximus_L	Mir-592	Eutheria	1	E.maximus_L
E.maximus_L	Mir-599	Sarcopterygii	1	E.maximus_L
E.maximus_L	Mir-615	Eutheria	1	E.maximus_L
E.maximus_L	Mir-652	Eutheria	1	E.maximus_L
E.maximus_L	Mir-6529	Eutheria	1	E.maximus_L
E.maximus_L	Mir-670	Eutheria	1	E.maximus_L
E.maximus_L	Mir-671	Theria	1	E.maximus_L
E.maximus_L	Mir-675	Theria	1	E.maximus_L
E.maximus_L	Mir-676	Eutheria	1	E.maximus_L
E.maximus_L	Mir-7	Bilateria	3	E.maximus_L
E.maximus_L	Mir-744	Eutheria	1	E.maximus_L
E.maximus_L	Mir-760	Eutheria	1	E.maximus_L
E.maximus_L	Mir-769	Eutheria	3	E.maximus_L
E.maximus_L	Mir-8	Bilateria	5	E.maximus_L
E.maximus_L	Mir-873	Mammalia	1	E.maximus_L
E.maximus_L	Mir-874	Eutheria	1	E.maximus_L
E.maximus_L	Mir-875	Vertebrata	1	E.maximus_L
E.maximus_L	Mir-877	Eutheria	1	E.maximus_L
E.maximus_L	Mir-885	Eutheria	1	E.maximus_L
E.maximus_L	Mir-9	Bilateria	3	E.maximus_L
E.maximus_L	Mir-92	Bilateria	6	E.maximus_L
E.maximus_L	Mir-95	Eutheria	3	E.maximus_L
E.maximus_L	Mir-96	Bilateria	2	E.maximus_L
E.maximus_L	Mir-9851	Eutheria	1	E.maximus_L
E.maximus_M	Let-7	Bilateria	12	E.maximus_M
E.maximus_M	Mir-1	Bilateria	3	E.maximus_M
E.maximus_M	Mir-10	Eumetazoa	8	E.maximus_M
E.maximus_M	Mir-101	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-103	Deuterostomia	3	E.maximus_M
E.maximus_M	Mir-105	Eutheria	1	E.maximus_M
E.maximus_M	Mir-122	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-124	Bilateria	2	E.maximus_M
E.maximus_M	Mir-1247	Eutheria	1	E.maximus_M
E.maximus_M	Mir-1249	Eutheria	1	E.maximus_M
E.maximus_M	Mir-1251	Theria	1	E.maximus_M
E.maximus_M	Mir-126	Olfactores	1	E.maximus_M
E.maximus_M	Mir-127	Eutheria	1	E.maximus_M
E.maximus_M	Mir-1277	Eutheria	1	E.maximus_M
E.maximus_M	Mir-128	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-129	Chordata	2	E.maximus_M
E.maximus_M	Mir-1296	Eutheria	1	E.maximus_M
E.maximus_M	Mir-1298	Eutheria	1	E.maximus_M
E.maximus_M	Mir-130	Vertebrata	5	E.maximus_M
E.maximus_M	Mir-1306	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-1307	Eutheria	1	E.maximus_M
E.maximus_M	Mir-132	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-1329	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-133	Bilateria	3	E.maximus_M
E.maximus_M	Mir-1343	Eutheria	1	E.maximus_M
E.maximus_M	Mir-135	Chordata	3	E.maximus_M
E.maximus_M	Mir-136	Eutheria	1	E.maximus_M
E.maximus_M	Mir-137	Bilateria	1	E.maximus_M
E.maximus_M	Mir-138	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-1388	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-139	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-140	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-142	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-143	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-144	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-145	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-146	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-147	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-148	Vertebrata	3	E.maximus_M
E.maximus_M	Mir-149	Eutheria	1	E.maximus_M
E.maximus_M	Mir-15	Olfactores	7	E.maximus_M
E.maximus_M	Mir-150	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-153	Bilateria	2	E.maximus_M
E.maximus_M	Mir-154	Eutheria	29	E.maximus_M
E.maximus_M	Mir-155	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-17	Vertebrata	7	E.maximus_M
E.maximus_M	Mir-181	Vertebrata	6	E.maximus_M
E.maximus_M	Mir-184	Bilateria	1	E.maximus_M
E.maximus_M	Mir-185	Eutheria	1	E.maximus_M
E.maximus_M	Mir-186	Mammalia	1	E.maximus_M
E.maximus_M	Mir-187	Osteichthyes	1	E.maximus_M
E.maximus_M	Mir-188	Eutheria	3	E.maximus_M
E.maximus_M	Mir-19	Vertebrata	3	E.maximus_M
E.maximus_M	Mir-190	Bilateria	2	E.maximus_M
E.maximus_M	Mir-191	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-1912	Eutheria	1	E.maximus_M
E.maximus_M	Mir-192	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-193	Bilateria	4	E.maximus_M
E.maximus_M	Mir-194	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-196	Olfactores	3	E.maximus_M
E.maximus_M	Mir-199	Vertebrata	3	E.maximus_M
E.maximus_M	Mir-202	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-204	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-205	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-208	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-21	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-214	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-216	Bilateria	2	E.maximus_M
E.maximus_M	Mir-218	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-219	Bilateria	1	E.maximus_M
E.maximus_M	Mir-22	Bilateria	1	E.maximus_M
E.maximus_M	Mir-221	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-223	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-224	Eutheria	1	E.maximus_M
E.maximus_M	Mir-23	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-24	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-2483	Eutheria	1	E.maximus_M
E.maximus_M	Mir-26	Vertebrata	3	E.maximus_M
E.maximus_M	Mir-27	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-28	Eutheria	3	E.maximus_M
E.maximus_M	Mir-29	Bilateria	4	E.maximus_M
E.maximus_M	Mir-296	Eutheria	1	E.maximus_M
E.maximus_M	Mir-30	Vertebrata	6	E.maximus_M
E.maximus_M	Mir-3059	Eutheria	1	E.maximus_M
E.maximus_M	Mir-3085	Eutheria	1	E.maximus_M
E.maximus_M	Mir-31	Bilateria	1	E.maximus_M
E.maximus_M	Mir-32	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-320	Eutheria	1	E.maximus_M
E.maximus_M	Mir-324	Eutheria	1	E.maximus_M
E.maximus_M	Mir-325	Theria	1	E.maximus_M
E.maximus_M	Mir-326	Eutheria	1	E.maximus_M
E.maximus_M	Mir-328	Eutheria	1	E.maximus_M
E.maximus_M	Mir-33	Bilateria	2	E.maximus_M
E.maximus_M	Mir-331	Eutheria	1	E.maximus_M
E.maximus_M	Mir-337	Eutheria	1	E.maximus_M
E.maximus_M	Mir-338	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-339	Eutheria	1	E.maximus_M
E.maximus_M	Mir-34	Bilateria	5	E.maximus_M
E.maximus_M	Mir-340	Theria	1	E.maximus_M
E.maximus_M	Mir-342	Eutheria	1	E.maximus_M
E.maximus_M	Mir-345	Eutheria	1	E.maximus_M
E.maximus_M	Mir-350	Eutheria	1	E.maximus_M
E.maximus_M	Mir-361	Eutheria	1	E.maximus_M
E.maximus_M	Mir-3613	Theria	1	E.maximus_M
E.maximus_M	Mir-362	Eutheria	4	E.maximus_M
E.maximus_M	Mir-374	Eutheria	1	E.maximus_M
E.maximus_M	Mir-375	Bilateria	1	E.maximus_M
E.maximus_M	Mir-376	Eutheria	5	E.maximus_M
E.maximus_M	Mir-383	Tetrapoda	1	E.maximus_M
E.maximus_M	Mir-384	Eutheria	1	E.maximus_M
E.maximus_M	Mir-423	Eutheria	1	E.maximus_M
E.maximus_M	Mir-425	Gnathostomata	1	E.maximus_M
E.maximus_M	Mir-430	Vertebrata	10	E.maximus_M
E.maximus_M	Mir-431	Eutheria	1	E.maximus_M
E.maximus_M	Mir-433	Eutheria	1	E.maximus_M
E.maximus_M	Mir-448	Eutheria	1	E.maximus_M
E.maximus_M	Mir-450	Eutheria	3	E.maximus_M
E.maximus_M	Mir-451	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-452	Eutheria	1	E.maximus_M
E.maximus_M	Mir-455	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-459	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-486	Eutheria	1	E.maximus_M
E.maximus_M	Mir-488	Eutheria	1	E.maximus_M
E.maximus_M	Mir-489	Osteichthyes	1	E.maximus_M
E.maximus_M	Mir-490	Amniota	1	E.maximus_M
E.maximus_M	Mir-499	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-505	Eutheria	1	E.maximus_M
E.maximus_M	Mir-506	Eutheria	12	E.maximus_M
E.maximus_M	Mir-541	Eutheria	1	E.maximus_M
E.maximus_M	Mir-542	Eutheria	1	E.maximus_M
E.maximus_M	Mir-544	Eutheria	1	E.maximus_M
E.maximus_M	Mir-551	Vertebrata	2	E.maximus_M
E.maximus_M	Mir-582	Eutheria	1	E.maximus_M
E.maximus_M	Mir-592	Eutheria	1	E.maximus_M
E.maximus_M	Mir-599	Sarcopterygii	1	E.maximus_M
E.maximus_M	Mir-615	Eutheria	1	E.maximus_M
E.maximus_M	Mir-652	Eutheria	1	E.maximus_M
E.maximus_M	Mir-6529	Eutheria	1	E.maximus_M
E.maximus_M	Mir-670	Eutheria	1	E.maximus_M
E.maximus_M	Mir-671	Theria	1	E.maximus_M
E.maximus_M	Mir-675	Theria	1	E.maximus_M
E.maximus_M	Mir-676	Eutheria	1	E.maximus_M
E.maximus_M	Mir-7	Bilateria	3	E.maximus_M
E.maximus_M	Mir-744	Eutheria	1	E.maximus_M
E.maximus_M	Mir-760	Eutheria	1	E.maximus_M
E.maximus_M	Mir-769	Eutheria	3	E.maximus_M
E.maximus_M	Mir-8	Bilateria	5	E.maximus_M
E.maximus_M	Mir-873	Mammalia	1	E.maximus_M
E.maximus_M	Mir-874	Eutheria	1	E.maximus_M
E.maximus_M	Mir-875	Vertebrata	1	E.maximus_M
E.maximus_M	Mir-877	Eutheria	1	E.maximus_M
E.maximus_M	Mir-885	Eutheria	1	E.maximus_M
E.maximus_M	Mir-9	Bilateria	3	E.maximus_M
E.maximus_M	Mir-92	Bilateria	6	E.maximus_M
E.maximus_M	Mir-95	Eutheria	3	E.maximus_M
E.maximus_M	Mir-96	Bilateria	2	E.maximus_M
E.maximus_M	Mir-9851	Eutheria	1	E.maximus_M
E.maximus_Y	Let-7	Bilateria	12	E.maximus_Y
E.maximus_Y	Mir-1	Bilateria	3	E.maximus_Y
E.maximus_Y	Mir-10	Eumetazoa	8	E.maximus_Y
E.maximus_Y	Mir-101	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-103	Deuterostomia	3	E.maximus_Y
E.maximus_Y	Mir-105	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-122	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-124	Bilateria	2	E.maximus_Y
E.maximus_Y	Mir-1247	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-1249	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-1251	Theria	1	E.maximus_Y
E.maximus_Y	Mir-126	Olfactores	1	E.maximus_Y
E.maximus_Y	Mir-127	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-1277	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-128	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-129	Chordata	2	E.maximus_Y
E.maximus_Y	Mir-1296	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-1298	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-130	Vertebrata	5	E.maximus_Y
E.maximus_Y	Mir-1306	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-1307	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-132	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-1329	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-133	Bilateria	3	E.maximus_Y
E.maximus_Y	Mir-1343	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-135	Chordata	3	E.maximus_Y
E.maximus_Y	Mir-136	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-137	Bilateria	1	E.maximus_Y
E.maximus_Y	Mir-138	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-1388	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-139	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-140	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-142	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-143	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-144	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-145	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-146	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-147	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-148	Vertebrata	3	E.maximus_Y
E.maximus_Y	Mir-149	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-15	Olfactores	7	E.maximus_Y
E.maximus_Y	Mir-150	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-153	Bilateria	2	E.maximus_Y
E.maximus_Y	Mir-154	Eutheria	29	E.maximus_Y
E.maximus_Y	Mir-155	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-17	Vertebrata	7	E.maximus_Y
E.maximus_Y	Mir-181	Vertebrata	6	E.maximus_Y
E.maximus_Y	Mir-184	Bilateria	1	E.maximus_Y
E.maximus_Y	Mir-185	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-186	Mammalia	1	E.maximus_Y
E.maximus_Y	Mir-187	Osteichthyes	1	E.maximus_Y
E.maximus_Y	Mir-188	Eutheria	3	E.maximus_Y
E.maximus_Y	Mir-19	Vertebrata	3	E.maximus_Y
E.maximus_Y	Mir-190	Bilateria	2	E.maximus_Y
E.maximus_Y	Mir-191	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-1912	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-192	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-193	Bilateria	4	E.maximus_Y
E.maximus_Y	Mir-194	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-196	Olfactores	3	E.maximus_Y
E.maximus_Y	Mir-199	Vertebrata	3	E.maximus_Y
E.maximus_Y	Mir-202	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-204	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-205	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-208	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-21	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-214	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-216	Bilateria	2	E.maximus_Y
E.maximus_Y	Mir-218	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-219	Bilateria	1	E.maximus_Y
E.maximus_Y	Mir-22	Bilateria	1	E.maximus_Y
E.maximus_Y	Mir-221	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-223	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-224	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-23	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-24	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-2483	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-26	Vertebrata	3	E.maximus_Y
E.maximus_Y	Mir-27	Vertebrata	2	E.maximus_Y
E.maximus_Y	Mir-28	Eutheria	3	E.maximus_Y
E.maximus_Y	Mir-29	Bilateria	4	E.maximus_Y
E.maximus_Y	Mir-296	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-30	Vertebrata	6	E.maximus_Y
E.maximus_Y	Mir-3059	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-3085	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-31	Bilateria	1	E.maximus_Y
E.maximus_Y	Mir-32	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-320	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-324	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-325	Theria	1	E.maximus_Y
E.maximus_Y	Mir-326	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-328	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-33	Bilateria	2	E.maximus_Y
E.maximus_Y	Mir-331	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-337	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-338	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-339	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-34	Bilateria	5	E.maximus_Y
E.maximus_Y	Mir-340	Theria	1	E.maximus_Y
E.maximus_Y	Mir-342	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-345	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-350	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-361	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-3613	Theria	1	E.maximus_Y
E.maximus_Y	Mir-362	Eutheria	4	E.maximus_Y
E.maximus_Y	Mir-374	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-375	Bilateria	1	E.maximus_Y
E.maximus_Y	Mir-376	Eutheria	5	E.maximus_Y
E.maximus_Y	Mir-383	Tetrapoda	1	E.maximus_Y
E.maximus_Y	Mir-384	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-423	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-425	Gnathostomata	1	E.maximus_Y
E.maximus_Y	Mir-430	Vertebrata	10	E.maximus_Y
E.maximus_Y	Mir-431	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-433	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-448	Eutheria	1	E.maximus_Y
E.maximus_Y	Mir-450	Eutheria	3	E.maximus_Y
E.maximus_Y	Mir-451	Vertebrata	1	E.maximus_Y
E.maximus_Y	Mir-452	Eutheria	1	E.maximus_Y
