species	family	gff	filtered	fpc	fnc	tpc	short	node
Danio_rerio	Mir-92	4	4	0	1	4	dre	Bilateria
Danio_rerio	Mir-96	3	3	0	0	3	dre	Bilateria
Daphnia_magna	Bantam	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Iab-4	1	1	0	0	1	dma	Arthropoda
Daphnia_magna	Let-7	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-1	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-10	4	4	0	0	4	dma	Eumetazoa
Daphnia_magna	Mir-1175	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-12	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-124	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-133	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-137	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-153	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-184	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-190	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-193	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-1993	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-2	5	5	0	1	5	dma	Protostomia
Daphnia_magna	Mir-210	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-216	2	1	0	1	1	dma	Bilateria
Daphnia_magna	Mir-219	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-22	1	0	0	1	0	dma	Bilateria
Daphnia_magna	Mir-252	2	2	0	0	2	dma	Bilateria
Daphnia_magna	Mir-275	1	1	0	0	1	dma	Arthropoda
Daphnia_magna	Mir-276	1	1	0	0	1	dma	Arthropoda
Daphnia_magna	Mir-277	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-278	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-279	8	8	2	0	6	dma	Protostomia
Daphnia_magna	Mir-281	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-282	1	1	0	0	1	dma	Pancrustacea
Daphnia_magna	Mir-29	1	1	0	1	1	dma	Bilateria
Daphnia_magna	Mir-3	1	1	0	0	1	dma	Pancrustacea
Daphnia_magna	Mir-305	1	1	0	0	1	dma	Ecdysozoa
Daphnia_magna	Mir-31	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-315	10	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-317	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-33	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-34	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-36	2	2	1	0	1	dma	Protostomia
Daphnia_magna	Mir-375	2	2	1	0	1	dma	Bilateria
Daphnia_magna	Mir-67	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-7	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-71	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-750	1	1	0	0	1	dma	Protostomia
Daphnia_magna	Mir-76	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-8	1	1	0	0	1	dma	Bilateria
Daphnia_magna	Mir-87	2	2	0	0	2	dma	Protostomia
Daphnia_magna	Mir-9	3	3	1	0	2	dma	Bilateria
Daphnia_magna	Mir-92	2	2	0	0	2	dma	Bilateria
Daphnia_magna	Mir-96	1	1	0	1	1	dma	Bilateria
Daphnia_magna	Mir-965	2	2	1	0	1	dma	Pancrustacea
Daphnia_pulex	Bantam	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Iab-4	1	1	0	0	1	dpu	Arthropoda
Daphnia_pulex	Let-7	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-1	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-10	4	4	0	0	4	dpu	Eumetazoa
Daphnia_pulex	Mir-1175	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-12	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-124	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-133	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-137	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-153	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-184	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-190	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-193	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-1993	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-2	5	5	0	1	5	dpu	Protostomia
Daphnia_pulex	Mir-210	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-216	1	1	0	1	1	dpu	Bilateria
Daphnia_pulex	Mir-219	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-22	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-252	2	2	0	0	2	dpu	Bilateria
Daphnia_pulex	Mir-275	1	1	0	0	1	dpu	Arthropoda
Daphnia_pulex	Mir-276	1	1	0	0	1	dpu	Arthropoda
Daphnia_pulex	Mir-277	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-278	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-279	6	6	0	0	6	dpu	Protostomia
Daphnia_pulex	Mir-281	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-282	63	1	0	0	1	dpu	Pancrustacea
Daphnia_pulex	Mir-29	1	1	0	1	1	dpu	Bilateria
Daphnia_pulex	Mir-3	1	1	0	0	1	dpu	Pancrustacea
Daphnia_pulex	Mir-305	1	1	0	0	1	dpu	Ecdysozoa
Daphnia_pulex	Mir-31	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-315	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-317	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-33	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-34	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-36	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-375	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-67	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-7	4	2	0	0	2	dpu	Bilateria
Daphnia_pulex	Mir-71	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-750	1	1	0	0	1	dpu	Protostomia
Daphnia_pulex	Mir-76	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-8	1	1	0	0	1	dpu	Bilateria
Daphnia_pulex	Mir-87	2	2	0	0	2	dpu	Protostomia
Daphnia_pulex	Mir-9	2	2	0	0	2	dpu	Bilateria
Daphnia_pulex	Mir-92	2	2	0	0	2	dpu	Bilateria
Daphnia_pulex	Mir-96	2	2	0	0	2	dpu	Bilateria
Daphnia_pulex	Mir-965	1	1	0	0	1	dpu	Pancrustacea
Dasypus_novemcinctus	Let-7	11	11	0	0	11	dno	Bilateria
Dasypus_novemcinctus	Mir-1	3	3	0	0	3	dno	Bilateria
Dasypus_novemcinctus	Mir-10	6	6	0	0	6	dno	Eumetazoa
Dasypus_novemcinctus	Mir-101	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-103	3	3	0	0	3	dno	Deuterostomia
Dasypus_novemcinctus	Mir-122	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-124	3	3	0	0	3	dno	Bilateria
Dasypus_novemcinctus	Mir-1247	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1249	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1251	1	1	0	0	1	dno	Theria
Dasypus_novemcinctus	Mir-126	1	1	0	0	1	dno	Olfactores
Dasypus_novemcinctus	Mir-127	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1271	12	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1277	267	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-128	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-129	2	2	0	0	2	dno	Chordata
Dasypus_novemcinctus	Mir-1296	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1298	1	0	0	0	0	dno	Eutheria
Dasypus_novemcinctus	Mir-130	5	5	0	0	5	dno	Vertebrata
Dasypus_novemcinctus	Mir-1301	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1306	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-1307	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-132	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-133	3	3	0	0	3	dno	Bilateria
Dasypus_novemcinctus	Mir-134	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-1343	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-135	3	3	0	0	3	dno	Chordata
Dasypus_novemcinctus	Mir-136	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-137	1	1	0	0	1	dno	Bilateria
Dasypus_novemcinctus	Mir-1379	1	0	0	0	0	dno	Eutheria
Dasypus_novemcinctus	Mir-138	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-1388	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-139	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-140	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-142	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-143	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-144	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-145	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-146	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-147	6	4	3	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-148	3	3	0	0	3	dno	Vertebrata
Dasypus_novemcinctus	Mir-149	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-15	9	7	1	2	6	dno	Olfactores
Dasypus_novemcinctus	Mir-150	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-153	2	2	0	0	2	dno	Bilateria
Dasypus_novemcinctus	Mir-154	31	31	1	5	30	dno	Eutheria
Dasypus_novemcinctus	Mir-155	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-17	8	8	0	0	8	dno	Vertebrata
Dasypus_novemcinctus	Mir-181	6	6	0	0	6	dno	Vertebrata
Dasypus_novemcinctus	Mir-184	1	1	0	0	1	dno	Bilateria
Dasypus_novemcinctus	Mir-1842	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-185	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-186	1	1	0	0	1	dno	Mammalia
Dasypus_novemcinctus	Mir-187	1	1	0	0	1	dno	Osteichthyes
Dasypus_novemcinctus	Mir-188	3	3	0	0	3	dno	Eutheria
Dasypus_novemcinctus	Mir-19	3	3	0	0	3	dno	Vertebrata
Dasypus_novemcinctus	Mir-190	2	2	0	0	2	dno	Bilateria
Dasypus_novemcinctus	Mir-191	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-192	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-193	4	4	0	0	4	dno	Bilateria
Dasypus_novemcinctus	Mir-194	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-196	3	3	0	0	3	dno	Olfactores
Dasypus_novemcinctus	Mir-197	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-199	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-202	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-203	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-204	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-205	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-208	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-21	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-210	1	1	0	0	1	dno	Bilateria
Dasypus_novemcinctus	Mir-2114	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-214	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-216	2	2	0	0	2	dno	Bilateria
Dasypus_novemcinctus	Mir-217	1	1	0	0	1	dno	Chordata
Dasypus_novemcinctus	Mir-218	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-219	2	1	0	1	1	dno	Bilateria
Dasypus_novemcinctus	Mir-22	1	1	0	0	1	dno	Bilateria
Dasypus_novemcinctus	Mir-221	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-223	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-224	1	0	0	0	0	dno	Eutheria
Dasypus_novemcinctus	Mir-23	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-2355	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-24	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-2483	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-26	3	3	0	0	3	dno	Vertebrata
Dasypus_novemcinctus	Mir-27	2	2	0	0	2	dno	Vertebrata
Dasypus_novemcinctus	Mir-28	3	3	0	0	3	dno	Eutheria
Dasypus_novemcinctus	Mir-29	4	4	0	0	4	dno	Bilateria
Dasypus_novemcinctus	Mir-296	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-30	6	6	0	0	6	dno	Vertebrata
Dasypus_novemcinctus	Mir-3059	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-3085	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-31	1	1	0	0	1	dno	Bilateria
Dasypus_novemcinctus	Mir-32	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-320	3	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-324	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-325	5	0	0	0	0	dno	Theria
Dasypus_novemcinctus	Mir-326	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-328	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-33	2	2	0	0	2	dno	Bilateria
Dasypus_novemcinctus	Mir-330	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-331	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-335	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-337	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-338	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-339	2	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-34	6	6	1	0	5	dno	Bilateria
Dasypus_novemcinctus	Mir-340	3	1	0	0	1	dno	Theria
Dasypus_novemcinctus	Mir-342	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-345	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-350	1	0	0	0	0	dno	Eutheria
Dasypus_novemcinctus	Mir-361	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-3613	1	1	0	0	1	dno	Theria
Dasypus_novemcinctus	Mir-362	5	4	0	0	4	dno	Eutheria
Dasypus_novemcinctus	Mir-374	2	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-375	1	1	0	0	1	dno	Bilateria
Dasypus_novemcinctus	Mir-376	4	4	0	0	4	dno	Eutheria
Dasypus_novemcinctus	Mir-378	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-383	1	1	0	0	1	dno	Tetrapoda
Dasypus_novemcinctus	Mir-423	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-425	1	1	0	0	1	dno	Gnathostomata
Dasypus_novemcinctus	Mir-430	8	8	1	0	7	dno	Vertebrata
Dasypus_novemcinctus	Mir-432	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-433	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-450	3	3	0	0	3	dno	Eutheria
Dasypus_novemcinctus	Mir-451	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-455	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-459	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-483	5	1	0	0	1	dno	Theria
Dasypus_novemcinctus	Mir-486	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-488	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-489	1	1	0	0	1	dno	Osteichthyes
Dasypus_novemcinctus	Mir-490	1	1	0	0	1	dno	Amniota
Dasypus_novemcinctus	Mir-491	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-493	3	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-499	1	1	0	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-504	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-505	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-506	15	15	8	0	7	dno	Eutheria
Dasypus_novemcinctus	Mir-541	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-542	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-544	734	0	0	0	0	dno	Eutheria
Dasypus_novemcinctus	Mir-551	2	2	1	0	1	dno	Vertebrata
Dasypus_novemcinctus	Mir-574	15	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-582	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-590	1	1	0	0	1	dno	Mammalia
Dasypus_novemcinctus	Mir-592	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-628	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-652	2	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-6529	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-653	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-670	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-671	1	1	0	0	1	dno	Theria
Dasypus_novemcinctus	Mir-672	18	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-675	1	1	0	0	1	dno	Theria
Dasypus_novemcinctus	Mir-676	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-7	3	3	0	0	3	dno	Bilateria
Dasypus_novemcinctus	Mir-7180	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-737	1	0	0	0	0	dno	Osteichthyes
Dasypus_novemcinctus	Mir-744	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-760	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-769	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-8	5	5	1	0	4	dno	Bilateria
Dasypus_novemcinctus	Mir-873	1	1	0	0	1	dno	Mammalia
Dasypus_novemcinctus	Mir-874	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-876	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-877	1	0	0	0	0	dno	Eutheria
Dasypus_novemcinctus	Mir-885	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-9	3	3	0	0	3	dno	Bilateria
Dasypus_novemcinctus	Mir-92	6	6	0	0	6	dno	Bilateria
Dasypus_novemcinctus	Mir-935	1	1	0	0	1	dno	Eutheria
Dasypus_novemcinctus	Mir-95	12	3	0	0	3	dno	Eutheria
Dasypus_novemcinctus	Mir-96	3	3	0	0	3	dno	Bilateria
Drosophila_ananassae	Bantam	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Iab-4	1	1	0	0	1	dan	Arthropoda
Drosophila_ananassae	Let-7	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-1	3	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-10	4	4	0	0	4	dan	Eumetazoa
Drosophila_ananassae	Mir-1175	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Mir-12	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Mir-124	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-133	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-137	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-184	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-190	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-193	1	0	0	1	0	dan	Bilateria
Drosophila_ananassae	Mir-2	13	13	0	2	13	dan	Protostomia
Drosophila_ananassae	Mir-2001	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-210	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-216	2	2	0	0	2	dan	Bilateria
Drosophila_ananassae	Mir-219	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-22	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-252	2	2	0	1	2	dan	Bilateria
Drosophila_ananassae	Mir-275	1	1	0	0	1	dan	Arthropoda
Drosophila_ananassae	Mir-276	2	2	0	0	2	dan	Arthropoda
Drosophila_ananassae	Mir-277	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Mir-278	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-279	3	3	0	0	3	dan	Protostomia
Drosophila_ananassae	Mir-281	2	2	0	0	2	dan	Bilateria
Drosophila_ananassae	Mir-282	1	1	0	0	1	dan	Pancrustacea
Drosophila_ananassae	Mir-29	1	1	0	2	1	dan	Bilateria
Drosophila_ananassae	Mir-3	3	3	0	0	3	dan	Pancrustacea
Drosophila_ananassae	Mir-305	1	1	0	0	1	dan	Ecdysozoa
Drosophila_ananassae	Mir-31	2	2	0	0	2	dan	Bilateria
Drosophila_ananassae	Mir-315	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-316	1	1	0	0	1	dan	Pancrustacea
Drosophila_ananassae	Mir-317	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Mir-33	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-34	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-375	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-67	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Mir-7	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-76	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-8	1	1	0	0	1	dan	Bilateria
Drosophila_ananassae	Mir-87	1	1	0	0	1	dan	Protostomia
Drosophila_ananassae	Mir-9	5	4	0	1	4	dan	Bilateria
Drosophila_ananassae	Mir-92	7	7	1	0	6	dan	Bilateria
Drosophila_ananassae	Mir-96	2	2	0	0	2	dan	Bilateria
Drosophila_ananassae	Mir-965	1	1	0	0	1	dan	Pancrustacea
Drosophila_melanogaster	Bantam	1	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Iab-4	1	1	0	0	1	dme	Arthropoda
Drosophila_melanogaster	Let-7	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-1	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-10	4	4	0	0	4	dme	Eumetazoa
Drosophila_melanogaster	Mir-1175	1	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Mir-12	1	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Mir-124	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-133	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-137	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-184	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-190	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-193	1	0	0	1	0	dme	Bilateria
Drosophila_melanogaster	Mir-2	14	14	0	1	14	dme	Protostomia
Drosophila_melanogaster	Mir-2001	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-210	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-216	2	2	0	0	2	dme	Bilateria
Drosophila_melanogaster	Mir-219	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-22	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-252	2	2	0	1	2	dme	Bilateria
Drosophila_melanogaster	Mir-275	1	1	0	0	1	dme	Arthropoda
Drosophila_melanogaster	Mir-276	2	2	0	0	2	dme	Arthropoda
Drosophila_melanogaster	Mir-277	1	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Mir-278	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-279	3	3	0	0	3	dme	Protostomia
Drosophila_melanogaster	Mir-281	2	2	0	0	2	dme	Bilateria
Drosophila_melanogaster	Mir-282	1	1	0	0	1	dme	Pancrustacea
Drosophila_melanogaster	Mir-29	2	1	0	2	1	dme	Bilateria
Drosophila_melanogaster	Mir-3	3	3	0	0	3	dme	Pancrustacea
Drosophila_melanogaster	Mir-305	1	1	0	0	1	dme	Ecdysozoa
Drosophila_melanogaster	Mir-31	2	2	0	0	2	dme	Bilateria
Drosophila_melanogaster	Mir-315	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-316	1	1	0	0	1	dme	Pancrustacea
Drosophila_melanogaster	Mir-317	1	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Mir-33	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-34	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-375	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-67	2	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Mir-7	2	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-76	2	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-8	1	1	0	0	1	dme	Bilateria
Drosophila_melanogaster	Mir-87	1	1	0	0	1	dme	Protostomia
Drosophila_melanogaster	Mir-9	5	4	0	1	4	dme	Bilateria
Drosophila_melanogaster	Mir-92	6	5	0	1	5	dme	Bilateria
Drosophila_melanogaster	Mir-96	2	2	0	0	2	dme	Bilateria
Drosophila_melanogaster	Mir-965	1	1	0	0	1	dme	Pancrustacea
Drosophila_mojavensis	Bantam	1	1	0	0	1	dmo	Protostomia
Drosophila_mojavensis	Iab-4	1	1	0	0	1	dmo	Arthropoda
Drosophila_mojavensis	Let-7	1	1	0	0	1	dmo	Bilateria
Drosophila_mojavensis	Mir-1	1	1	0	0	1	dmo	Bilateria
Drosophila_mojavensis	Mir-10	4	4	0	0	4	dmo	Eumetazoa
Drosophila_mojavensis	Mir-1175	1	1	0	0	1	dmo	Protostomia
Drosophila_mojavensis	Mir-12	1	1	0	0	1	dmo	Protostomia
Drosophila_mojavensis	Mir-124	1	1	0	0	1	dmo	Bilateria
Drosophila_mojavensis	Mir-133	1	1	0	0	1	dmo	Bilateria
