family	species	short	node	fpc	fnc	model	difference
Mir-214	Python_bivittatus	pbv	Gnathostomata	0	0	mirmachine	NA
Mir-216	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-217	Python_bivittatus	pbv	Chordata	0	0	mirmachine	NA
Mir-218	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-2184	Python_bivittatus	pbv	Gnathostomata	0	0	mirmachine	NA
Mir-2188	Python_bivittatus	pbv	Gnathostomata	0	0	mirmachine	NA
Mir-219	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-22	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-221	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-223	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-23	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-24	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-26	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-27	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-29	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-2970	Python_bivittatus	pbv	Sarcopterygii	0	0	mirmachine	NA
Mir-30	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-31	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-315	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-32	Python_bivittatus	pbv	Gnathostomata	1	0	mirmachine	1
Mir-33	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-338	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-34	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-375	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-383	Python_bivittatus	pbv	Tetrapoda	0	0	mirmachine	NA
Mir-4057	Python_bivittatus	pbv	Chordata	0	0	mirmachine	NA
Mir-425	Python_bivittatus	pbv	Gnathostomata	0	0	mirmachine	NA
Mir-430	Python_bivittatus	pbv	Vertebrata	0	1	mirmachine	-1
Mir-4541	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-455	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-456	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-458	Python_bivittatus	pbv	Osteichthyes	0	0	mirmachine	NA
Mir-489	Python_bivittatus	pbv	Osteichthyes	0	0	mirmachine	NA
Mir-490	Python_bivittatus	pbv	Amniota	0	0	mirmachine	NA
Mir-499	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-551	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-599	Python_bivittatus	pbv	Sarcopterygii	0	0	mirmachine	NA
Mir-7	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-71	Python_bivittatus	pbv	Bilateria	1	0	mirmachine	1
Mir-722	Python_bivittatus	pbv	Osteichthyes	0	0	mirmachine	NA
Mir-725	Python_bivittatus	pbv	Gnathostomata	0	0	mirmachine	NA
Mir-737	Python_bivittatus	pbv	Osteichthyes	0	0	mirmachine	NA
Mir-7463	Python_bivittatus	pbv	Diapsida	0	0	mirmachine	NA
Mir-8	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-875	Python_bivittatus	pbv	Vertebrata	0	0	mirmachine	NA
Mir-9	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Mir-92	Python_bivittatus	pbv	Bilateria	1	0	mirmachine	1
Mir-96	Python_bivittatus	pbv	Bilateria	0	0	mirmachine	NA
Let-7	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-1	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-10	Rattus_norvegicus	rno	Eumetazoa	0	0	mirmachine	NA
Mir-101	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-103	Rattus_norvegicus	rno	Deuterostomia	0	0	mirmachine	NA
Mir-105	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-122	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-124	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-1247	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-1249	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-1251	Rattus_norvegicus	rno	Theria	0	0	mirmachine	NA
Mir-126	Rattus_norvegicus	rno	Olfactores	0	0	mirmachine	NA
Mir-127	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-1271	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-1277	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-128	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-129	Rattus_norvegicus	rno	Chordata	0	0	mirmachine	NA
Mir-1298	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-130	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-1301	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-1306	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-132	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-133	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-134	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-135	Rattus_norvegicus	rno	Chordata	0	0	mirmachine	NA
Mir-136	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-137	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-138	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-139	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-140	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-142	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-143	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-144	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-145	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-146	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-147	Rattus_norvegicus	rno	Vertebrata	1	0	mirmachine	1
Mir-148	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-149	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-15	Rattus_norvegicus	rno	Olfactores	2	0	mirmachine	1
Mir-150	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-153	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-154	Rattus_norvegicus	rno	Eutheria	1	4	mirmachine	-1
Mir-155	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-17	Rattus_norvegicus	rno	Vertebrata	0	1	mirmachine	-1
Mir-181	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-184	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-185	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-186	Rattus_norvegicus	rno	Mammalia	0	0	mirmachine	NA
Mir-187	Rattus_norvegicus	rno	Osteichthyes	0	0	mirmachine	NA
Mir-188	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-19	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-190	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-191	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-1912	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-192	Rattus_norvegicus	rno	Vertebrata	1	0	mirmachine	1
Mir-193	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-194	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-1955	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-196	Rattus_norvegicus	rno	Olfactores	1	0	mirmachine	1
Mir-1962	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-197	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-199	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-202	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-203	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-204	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-205	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-208	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-21	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-210	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-214	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-216	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-217	Rattus_norvegicus	rno	Chordata	0	0	mirmachine	NA
Mir-218	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-219	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-22	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-221	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-223	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-224	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-23	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-2355	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-24	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-26	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-27	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-28	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-29	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-296	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-298	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-30	Rattus_norvegicus	rno	Vertebrata	1	0	mirmachine	1
Mir-3059	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-3068	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-3072	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-3075	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-3085	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-3099	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-31	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-3112	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-32	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-320	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-324	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-325	Rattus_norvegicus	rno	Theria	0	0	mirmachine	NA
Mir-326	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-328	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-33	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-330	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-331	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-335	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-337	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-338	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-339	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-34	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-340	Rattus_norvegicus	rno	Theria	0	0	mirmachine	NA
Mir-342	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-345	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-346	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-350	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-351	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-361	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-362	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-370	Rattus_norvegicus	rno	Boreoeutheria	0	0	mirmachine	NA
Mir-374	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-375	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-376	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-378	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-383	Rattus_norvegicus	rno	Tetrapoda	0	0	mirmachine	NA
Mir-384	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-423	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-425	Rattus_norvegicus	rno	Gnathostomata	0	0	mirmachine	NA
Mir-430	Rattus_norvegicus	rno	Vertebrata	0	1	mirmachine	-1
Mir-431	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-433	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-448	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-450	Rattus_norvegicus	rno	Eutheria	2	0	mirmachine	1
Mir-451	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-452	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-455	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-459	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-483	Rattus_norvegicus	rno	Theria	0	0	mirmachine	NA
Mir-486	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-488	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-489	Rattus_norvegicus	rno	Osteichthyes	0	0	mirmachine	NA
Mir-490	Rattus_norvegicus	rno	Amniota	0	0	mirmachine	NA
Mir-491	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-493	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-499	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-504	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-505	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-506	Rattus_norvegicus	rno	Eutheria	0	3	mirmachine	-1
Mir-511	Rattus_norvegicus	rno	Euarchontoglires	0	0	mirmachine	NA
Mir-540	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-541	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-542	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-544	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-551	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-574	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-582	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-590	Rattus_norvegicus	rno	Mammalia	0	0	mirmachine	NA
Mir-592	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-598	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-615	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-628	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-652	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-653	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-666	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-667	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-670	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-671	Rattus_norvegicus	rno	Theria	0	0	mirmachine	NA
Mir-6715	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-672	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-673	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-674	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-675	Rattus_norvegicus	rno	Theria	0	0	mirmachine	NA
Mir-676	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-7	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-700	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-726	Rattus_norvegicus	rno	Osteichthyes	0	0	mirmachine	NA
Mir-744	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-760	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-770	Rattus_norvegicus	rno	Euarchontoglires	0	0	mirmachine	NA
Mir-8	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-872	Rattus_norvegicus	rno	Glires	0	0	mirmachine	NA
Mir-873	Rattus_norvegicus	rno	Mammalia	0	0	mirmachine	NA
Mir-874	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-875	Rattus_norvegicus	rno	Vertebrata	0	0	mirmachine	NA
Mir-876	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-877	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-879	Rattus_norvegicus	rno	Muridae	0	0	mirmachine	NA
Mir-9	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Mir-92	Rattus_norvegicus	rno	Bilateria	0	2	mirmachine	-1
Mir-935	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-95	Rattus_norvegicus	rno	Eutheria	0	0	mirmachine	NA
Mir-96	Rattus_norvegicus	rno	Bilateria	0	0	mirmachine	NA
Let-7	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-1	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-10	Saccoglossus_kowalevskii	sko	Eumetazoa	0	0	mirmachine	NA
Mir-103	Saccoglossus_kowalevskii	sko	Deuterostomia	0	0	mirmachine	NA
Mir-124	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-133	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-137	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-153	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-184	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-190	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-193	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-2001	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-2006	Saccoglossus_kowalevskii	sko	Ambulacraria	0	0	mirmachine	NA
Mir-2007	Saccoglossus_kowalevskii	sko	Ambulacraria	0	0	mirmachine	NA
Mir-2008	Saccoglossus_kowalevskii	sko	Ambulacraria	0	0	mirmachine	NA
Mir-2011	Saccoglossus_kowalevskii	sko	Ambulacraria	0	0	mirmachine	NA
Mir-2012	Saccoglossus_kowalevskii	sko	Ambulacraria	0	0	mirmachine	NA
Mir-210	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-219	Saccoglossus_kowalevskii	sko	Bilateria	19	0	mirmachine	1
Mir-22	Saccoglossus_kowalevskii	sko	Bilateria	0	1	mirmachine	-1
Mir-242	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-252	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-278	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-281	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-29	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-31	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-315	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-33	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-34	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-375	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-7	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-71	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-8	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-9	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-92	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Mir-96	Saccoglossus_kowalevskii	sko	Bilateria	0	0	mirmachine	NA
Let-7	Sarcophilus_harrisii	sha	Bilateria	2	0	mirmachine	1
Mir-1	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-10	Sarcophilus_harrisii	sha	Eumetazoa	1	0	mirmachine	1
Mir-101	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-103	Sarcophilus_harrisii	sha	Deuterostomia	0	0	mirmachine	NA
Mir-122	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-124	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-1251	Sarcophilus_harrisii	sha	Theria	0	0	mirmachine	NA
Mir-126	Sarcophilus_harrisii	sha	Olfactores	0	0	mirmachine	NA
Mir-128	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-129	Sarcophilus_harrisii	sha	Chordata	0	0	mirmachine	NA
Mir-130	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-1306	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-132	Sarcophilus_harrisii	sha	Vertebrata	1	0	mirmachine	1
Mir-1329	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-133	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-135	Sarcophilus_harrisii	sha	Chordata	0	0	mirmachine	NA
Mir-137	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-138	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-1388	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-139	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-1397	Sarcophilus_harrisii	sha	Amniota	0	0	mirmachine	NA
Mir-140	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-142	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-143	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-144	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-145	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-146	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-147	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-148	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-15	Sarcophilus_harrisii	sha	Olfactores	0	1	mirmachine	-1
Mir-150	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-153	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-155	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-1662	Sarcophilus_harrisii	sha	Tetrapoda	0	0	mirmachine	NA
Mir-17	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-1805	Sarcophilus_harrisii	sha	Tetrapoda	0	0	mirmachine	NA
Mir-181	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-184	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-186	Sarcophilus_harrisii	sha	Mammalia	0	0	mirmachine	NA
Mir-187	Sarcophilus_harrisii	sha	Osteichthyes	0	0	mirmachine	NA
Mir-19	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-190	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-191	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-192	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-193	Sarcophilus_harrisii	sha	Bilateria	2	0	mirmachine	1
Mir-194	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-196	Sarcophilus_harrisii	sha	Olfactores	0	0	mirmachine	NA
Mir-199	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-202	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-203	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-204	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-205	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-208	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-21	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-210	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-214	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-216	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-217	Sarcophilus_harrisii	sha	Chordata	0	0	mirmachine	NA
Mir-218	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-2188	Sarcophilus_harrisii	sha	Gnathostomata	0	0	mirmachine	NA
Mir-219	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-22	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-221	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-223	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-23	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-24	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-26	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-27	Sarcophilus_harrisii	sha	Vertebrata	0	0	mirmachine	NA
Mir-281	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-29	Sarcophilus_harrisii	sha	Bilateria	0	0	mirmachine	NA
Mir-2970	Sarcophilus_harrisii	sha	Sarcopterygii	0	0	mirmachine	NA
