family	species	short	node	fpc	fnc	model	difference
Mir-727	Danio_rerio	dre	Osteichthyes	1	0	mirmachine	1
Mir-737	Danio_rerio	dre	Osteichthyes	0	0	mirmachine	NA
Mir-8	Danio_rerio	dre	Bilateria	0	0	mirmachine	NA
Mir-9	Danio_rerio	dre	Bilateria	0	0	mirmachine	NA
Mir-92	Danio_rerio	dre	Bilateria	0	1	mirmachine	-1
Mir-96	Danio_rerio	dre	Bilateria	0	0	mirmachine	NA
Bantam	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Iab-4	Daphnia_magna	dma	Arthropoda	0	0	mirmachine	NA
Let-7	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-1	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-10	Daphnia_magna	dma	Eumetazoa	0	0	mirmachine	NA
Mir-1175	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-12	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-124	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-133	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-137	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-153	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-184	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-190	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-193	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-1993	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-2	Daphnia_magna	dma	Protostomia	0	1	mirmachine	-1
Mir-210	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-216	Daphnia_magna	dma	Bilateria	0	1	mirmachine	-1
Mir-219	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-22	Daphnia_magna	dma	Bilateria	0	1	mirmachine	-1
Mir-252	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-275	Daphnia_magna	dma	Arthropoda	0	0	mirmachine	NA
Mir-276	Daphnia_magna	dma	Arthropoda	0	0	mirmachine	NA
Mir-277	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-278	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-279	Daphnia_magna	dma	Protostomia	2	0	mirmachine	1
Mir-281	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-282	Daphnia_magna	dma	Pancrustacea	0	0	mirmachine	NA
Mir-29	Daphnia_magna	dma	Bilateria	0	1	mirmachine	-1
Mir-3	Daphnia_magna	dma	Pancrustacea	0	0	mirmachine	NA
Mir-305	Daphnia_magna	dma	Ecdysozoa	0	0	mirmachine	NA
Mir-31	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-315	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-317	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-33	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-34	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-36	Daphnia_magna	dma	Protostomia	1	0	mirmachine	1
Mir-375	Daphnia_magna	dma	Bilateria	1	0	mirmachine	1
Mir-67	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-7	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-71	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-750	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-76	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-8	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-87	Daphnia_magna	dma	Protostomia	0	0	mirmachine	NA
Mir-9	Daphnia_magna	dma	Bilateria	1	0	mirmachine	1
Mir-92	Daphnia_magna	dma	Bilateria	0	0	mirmachine	NA
Mir-96	Daphnia_magna	dma	Bilateria	0	1	mirmachine	-1
Mir-965	Daphnia_magna	dma	Pancrustacea	1	0	mirmachine	1
Bantam	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Iab-4	Daphnia_pulex	dpu	Arthropoda	0	0	mirmachine	NA
Let-7	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-1	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-10	Daphnia_pulex	dpu	Eumetazoa	0	0	mirmachine	NA
Mir-1175	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-12	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-124	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-133	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-137	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-153	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-184	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-190	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-193	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-1993	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-2	Daphnia_pulex	dpu	Protostomia	0	1	mirmachine	-1
Mir-210	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-216	Daphnia_pulex	dpu	Bilateria	0	1	mirmachine	-1
Mir-219	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-22	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-252	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-275	Daphnia_pulex	dpu	Arthropoda	0	0	mirmachine	NA
Mir-276	Daphnia_pulex	dpu	Arthropoda	0	0	mirmachine	NA
Mir-277	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-278	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-279	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-281	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-282	Daphnia_pulex	dpu	Pancrustacea	0	0	mirmachine	NA
Mir-29	Daphnia_pulex	dpu	Bilateria	0	1	mirmachine	-1
Mir-3	Daphnia_pulex	dpu	Pancrustacea	0	0	mirmachine	NA
Mir-305	Daphnia_pulex	dpu	Ecdysozoa	0	0	mirmachine	NA
Mir-31	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-315	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-317	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-33	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-34	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-36	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-375	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-67	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-7	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-71	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-750	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-76	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-8	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-87	Daphnia_pulex	dpu	Protostomia	0	0	mirmachine	NA
Mir-9	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-92	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-96	Daphnia_pulex	dpu	Bilateria	0	0	mirmachine	NA
Mir-965	Daphnia_pulex	dpu	Pancrustacea	0	0	mirmachine	NA
Let-7	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-1	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-10	Dasypus_novemcinctus	dno	Eumetazoa	0	0	mirmachine	NA
Mir-101	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-103	Dasypus_novemcinctus	dno	Deuterostomia	0	0	mirmachine	NA
Mir-122	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-124	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-1247	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1249	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1251	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-126	Dasypus_novemcinctus	dno	Olfactores	0	0	mirmachine	NA
Mir-127	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1271	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1277	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-128	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-129	Dasypus_novemcinctus	dno	Chordata	0	0	mirmachine	NA
Mir-1296	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1298	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-130	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-1301	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1306	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-1307	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-132	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-133	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-134	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-1343	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-135	Dasypus_novemcinctus	dno	Chordata	0	0	mirmachine	NA
Mir-136	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-137	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-1379	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-138	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-1388	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-139	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-140	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-142	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-143	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-144	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-145	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-146	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-147	Dasypus_novemcinctus	dno	Vertebrata	3	0	mirmachine	1
Mir-148	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-149	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-15	Dasypus_novemcinctus	dno	Olfactores	1	2	mirmachine	-1
Mir-150	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-153	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-154	Dasypus_novemcinctus	dno	Eutheria	1	5	mirmachine	-1
Mir-155	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-17	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-181	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-184	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-1842	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-185	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-186	Dasypus_novemcinctus	dno	Mammalia	0	0	mirmachine	NA
Mir-187	Dasypus_novemcinctus	dno	Osteichthyes	0	0	mirmachine	NA
Mir-188	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-19	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-190	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-191	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-192	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-193	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-194	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-196	Dasypus_novemcinctus	dno	Olfactores	0	0	mirmachine	NA
Mir-197	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-199	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-202	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-203	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-204	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-205	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-208	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-21	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-210	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-2114	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-214	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-216	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-217	Dasypus_novemcinctus	dno	Chordata	0	0	mirmachine	NA
Mir-218	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-219	Dasypus_novemcinctus	dno	Bilateria	0	1	mirmachine	-1
Mir-22	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-221	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-223	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-224	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-23	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-2355	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-24	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-2483	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-26	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-27	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-28	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-29	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-296	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-30	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-3059	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-3085	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-31	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-32	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-320	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-324	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-325	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-326	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-328	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-33	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-330	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-331	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-335	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-337	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-338	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-339	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-34	Dasypus_novemcinctus	dno	Bilateria	1	0	mirmachine	1
Mir-340	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-342	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-345	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-350	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-361	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-3613	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-362	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-374	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-375	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-376	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-378	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-383	Dasypus_novemcinctus	dno	Tetrapoda	0	0	mirmachine	NA
Mir-423	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-425	Dasypus_novemcinctus	dno	Gnathostomata	0	0	mirmachine	NA
Mir-430	Dasypus_novemcinctus	dno	Vertebrata	1	0	mirmachine	1
Mir-432	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-433	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-450	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-451	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-455	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-459	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-483	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-486	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-488	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-489	Dasypus_novemcinctus	dno	Osteichthyes	0	0	mirmachine	NA
Mir-490	Dasypus_novemcinctus	dno	Amniota	0	0	mirmachine	NA
Mir-491	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-493	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-499	Dasypus_novemcinctus	dno	Vertebrata	0	0	mirmachine	NA
Mir-504	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-505	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-506	Dasypus_novemcinctus	dno	Eutheria	8	0	mirmachine	1
Mir-541	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-542	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-544	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-551	Dasypus_novemcinctus	dno	Vertebrata	1	0	mirmachine	1
Mir-574	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-582	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-590	Dasypus_novemcinctus	dno	Mammalia	0	0	mirmachine	NA
Mir-592	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-628	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-652	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-6529	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-653	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-670	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-671	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-672	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-675	Dasypus_novemcinctus	dno	Theria	0	0	mirmachine	NA
Mir-676	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-7	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-7180	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-737	Dasypus_novemcinctus	dno	Osteichthyes	0	0	mirmachine	NA
Mir-744	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-760	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-769	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-8	Dasypus_novemcinctus	dno	Bilateria	1	0	mirmachine	1
Mir-873	Dasypus_novemcinctus	dno	Mammalia	0	0	mirmachine	NA
Mir-874	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-876	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-877	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-885	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-9	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-92	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Mir-935	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-95	Dasypus_novemcinctus	dno	Eutheria	0	0	mirmachine	NA
Mir-96	Dasypus_novemcinctus	dno	Bilateria	0	0	mirmachine	NA
Bantam	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Iab-4	Drosophila_ananassae	dan	Arthropoda	0	0	mirmachine	NA
Let-7	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-1	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-10	Drosophila_ananassae	dan	Eumetazoa	0	0	mirmachine	NA
Mir-1175	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-12	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-124	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-133	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-137	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-184	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-190	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-193	Drosophila_ananassae	dan	Bilateria	0	1	mirmachine	-1
Mir-2	Drosophila_ananassae	dan	Protostomia	0	2	mirmachine	-1
Mir-2001	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-210	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-216	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-219	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-22	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-252	Drosophila_ananassae	dan	Bilateria	0	1	mirmachine	-1
Mir-275	Drosophila_ananassae	dan	Arthropoda	0	0	mirmachine	NA
Mir-276	Drosophila_ananassae	dan	Arthropoda	0	0	mirmachine	NA
Mir-277	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-278	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-279	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-281	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-282	Drosophila_ananassae	dan	Pancrustacea	0	0	mirmachine	NA
Mir-29	Drosophila_ananassae	dan	Bilateria	0	2	mirmachine	-1
Mir-3	Drosophila_ananassae	dan	Pancrustacea	0	0	mirmachine	NA
Mir-305	Drosophila_ananassae	dan	Ecdysozoa	0	0	mirmachine	NA
Mir-31	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-315	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-316	Drosophila_ananassae	dan	Pancrustacea	0	0	mirmachine	NA
Mir-317	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-33	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-34	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-375	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-67	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-7	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-76	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-8	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-87	Drosophila_ananassae	dan	Protostomia	0	0	mirmachine	NA
Mir-9	Drosophila_ananassae	dan	Bilateria	0	1	mirmachine	-1
Mir-92	Drosophila_ananassae	dan	Bilateria	1	0	mirmachine	1
Mir-96	Drosophila_ananassae	dan	Bilateria	0	0	mirmachine	NA
Mir-965	Drosophila_ananassae	dan	Pancrustacea	0	0	mirmachine	NA
Bantam	Drosophila_melanogaster	dme	Protostomia	0	0	mirmachine	NA
Iab-4	Drosophila_melanogaster	dme	Arthropoda	0	0	mirmachine	NA
Let-7	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-1	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-10	Drosophila_melanogaster	dme	Eumetazoa	0	0	mirmachine	NA
Mir-1175	Drosophila_melanogaster	dme	Protostomia	0	0	mirmachine	NA
Mir-12	Drosophila_melanogaster	dme	Protostomia	0	0	mirmachine	NA
Mir-124	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-133	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-137	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-184	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-190	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-193	Drosophila_melanogaster	dme	Bilateria	0	1	mirmachine	-1
Mir-2	Drosophila_melanogaster	dme	Protostomia	0	1	mirmachine	-1
Mir-2001	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-210	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-216	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-219	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-22	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
Mir-252	Drosophila_melanogaster	dme	Bilateria	0	1	mirmachine	-1
Mir-275	Drosophila_melanogaster	dme	Arthropoda	0	0	mirmachine	NA
Mir-276	Drosophila_melanogaster	dme	Arthropoda	0	0	mirmachine	NA
Mir-277	Drosophila_melanogaster	dme	Protostomia	0	0	mirmachine	NA
Mir-278	Drosophila_melanogaster	dme	Bilateria	0	0	mirmachine	NA
