short	family	mirgenedb	species	node
cpo	Mir-128	2	Cavia_porcellus	Vertebrata
dno	Mir-128	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-128	3	Danio_rerio	Vertebrata
ebu	Mir-128	1	Eptatretus_burgeri	Vertebrata
ete	Mir-128	2	Echinops_telfairi	Vertebrata
gga	Mir-128	2	Gallus_gallus	Vertebrata
gja	Mir-128	2	Gekko_japonicus	Vertebrata
gmo	Mir-128	3	Gadus_morhua	Vertebrata
lch	Mir-128	3	Latimeria_chalumnae	Vertebrata
loc	Mir-128	2	Lepisosteus_oculatus	Vertebrata
mal	Mir-128	2	Monopterus_albus	Vertebrata
mdo	Mir-128	2	Monodelphis_domestica	Vertebrata
mml	Mir-128	2	Macaca_mulatta	Vertebrata
mmu	Mir-128	2	Mus_musculus	Vertebrata
mun	Mir-128	2	Microcaecilia_unicolor	Vertebrata
oan	Mir-128	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-128	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-128	2	Python_bivittatus	Vertebrata
pma	Mir-128	3	Petromyzon_marinus	Vertebrata
rno	Mir-128	2	Rattus_norvegicus	Vertebrata
sha	Mir-128	2	Sarcophilus_harrisii	Vertebrata
spt	Mir-128	2	Sphenodon_punctatus	Vertebrata
sto	Mir-128	3	Scyliorhinus_torazame	Vertebrata
tgu	Mir-128	2	Taeniopygia_guttata	Vertebrata
tni	Mir-128	2	Tetraodon_nigroviridis	Vertebrata
xla	Mir-128	4	Xenopus_laevis	Vertebrata
xtr	Mir-128	2	Xenopus_tropicalis	Vertebrata
bta	Mir-1296	1	Bos_taurus	Eutheria
cfa	Mir-1296	1	Canis_familiaris	Eutheria
cpo	Mir-1296	1	Cavia_porcellus	Eutheria
dno	Mir-1296	1	Dasypus_novemcinctus	Eutheria
ete	Mir-1296	1	Echinops_telfairi	Eutheria
mml	Mir-1296	1	Macaca_mulatta	Eutheria
ocu	Mir-1296	1	Oryctolagus_cuniculus	Eutheria
bta	Mir-1298	1	Bos_taurus	Eutheria
cfa	Mir-1298	1	Canis_familiaris	Eutheria
cpo	Mir-1298	1	Cavia_porcellus	Eutheria
ete	Mir-1298	1	Echinops_telfairi	Eutheria
mml	Mir-1298	1	Macaca_mulatta	Eutheria
mmu	Mir-1298	1	Mus_musculus	Eutheria
ocu	Mir-1298	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-1298	1	Rattus_norvegicus	Eutheria
aca	Mir-129	2	Anolis_carolinensis	Chordata
ami	Mir-129	3	Alligator_mississippiensis	Chordata
bfl	Mir-129	2	Branchiostoma_floridae	Chordata
bla	Mir-129	3	Branchiostoma_lanceolatum	Chordata
bta	Mir-129	2	Bos_taurus	Chordata
cfa	Mir-129	2	Canis_familiaris	Chordata
cli	Mir-129	1	Columba_livia	Chordata
cmi	Mir-129	2	Callorhinchus_milii	Chordata
cpi	Mir-129	2	Chrysemys_picta_bellii	Chordata
cpo	Mir-129	2	Cavia_porcellus	Chordata
dno	Mir-129	2	Dasypus_novemcinctus	Chordata
dre	Mir-129	4	Danio_rerio	Chordata
ebu	Mir-129	2	Eptatretus_burgeri	Chordata
ete	Mir-129	2	Echinops_telfairi	Chordata
gga	Mir-129	1	Gallus_gallus	Chordata
gja	Mir-129	3	Gekko_japonicus	Chordata
gmo	Mir-129	4	Gadus_morhua	Chordata
lch	Mir-129	3	Latimeria_chalumnae	Chordata
loc	Mir-129	2	Lepisosteus_oculatus	Chordata
mal	Mir-129	4	Monopterus_albus	Chordata
mdo	Mir-129	1	Monodelphis_domestica	Chordata
mml	Mir-129	2	Macaca_mulatta	Chordata
mmu	Mir-129	2	Mus_musculus	Chordata
mun	Mir-129	3	Microcaecilia_unicolor	Chordata
oan	Mir-129	2	Ornithorhynchus_anatinus	Chordata
ocu	Mir-129	2	Oryctolagus_cuniculus	Chordata
pbv	Mir-129	3	Python_bivittatus	Chordata
pma	Mir-129	2	Petromyzon_marinus	Chordata
rno	Mir-129	2	Rattus_norvegicus	Chordata
sha	Mir-129	2	Sarcophilus_harrisii	Chordata
spt	Mir-129	3	Sphenodon_punctatus	Chordata
sto	Mir-129	2	Scyliorhinus_torazame	Chordata
tgu	Mir-129	2	Taeniopygia_guttata	Chordata
tni	Mir-129	4	Tetraodon_nigroviridis	Chordata
xla	Mir-129	5	Xenopus_laevis	Chordata
xtr	Mir-129	2	Xenopus_tropicalis	Chordata
aae	Mir-12	1	Aedes_aegypti	Protostomia
bge	Mir-12	1	Blattella_germanica	Protostomia
bpl	Mir-12	1	Brachionus_plicatilis	Protostomia
cgi	Mir-12	1	Crassostrea_gigas	Protostomia
csc	Mir-12	1	Centruroides_sculpturatus	Protostomia
cte	Mir-12	1	Capitella_teleta	Protostomia
dan	Mir-12	1	Drosophila_ananassae	Protostomia
dma	Mir-12	1	Daphnia_magna	Protostomia
dme	Mir-12	1	Drosophila_melanogaster	Protostomia
dmo	Mir-12	1	Drosophila_mojavensis	Protostomia
dpu	Mir-12	1	Daphnia_pulex	Protostomia
dsi	Mir-12	1	Drosophila_simulans	Protostomia
efe	Mir-12	2	Eisenia_fetida	Protostomia
esc	Mir-12	1	Euprymna_scolopes	Protostomia
hme	Mir-12	1	Heliconius_melpomene	Protostomia
isc	Mir-12	1	Ixodes_scapularis	Protostomia
lan	Mir-12	2	Lingula_anatina	Protostomia
lgi	Mir-12	1	Lottia_gigantea	Protostomia
lpo	Mir-12	4	Limulus_polyphemus	Protostomia
npo	Mir-12	1	Nautilus_pompilius	Protostomia
ovu	Mir-12	1	Octopus_vulgaris	Protostomia
sme	Mir-12	3	Schmidtea_mediterranea	Protostomia
tca	Mir-12	1	Tribolium_castaneum	Protostomia
bta	Mir-1301	1	Bos_taurus	Eutheria
cfa	Mir-1301	1	Canis_familiaris	Eutheria
cpo	Mir-1301	1	Cavia_porcellus	Eutheria
dno	Mir-1301	1	Dasypus_novemcinctus	Eutheria
ete	Mir-1301	1	Echinops_telfairi	Eutheria
mml	Mir-1301	1	Macaca_mulatta	Eutheria
aca	Mir-1306	1	Anolis_carolinensis	Gnathostomata
ami	Mir-1306	1	Alligator_mississippiensis	Gnathostomata
bta	Mir-1306	1	Bos_taurus	Gnathostomata
cfa	Mir-1306	1	Canis_familiaris	Gnathostomata
cli	Mir-1306	1	Columba_livia	Gnathostomata
cmi	Mir-1306	1	Callorhinchus_milii	Gnathostomata
cpi	Mir-1306	1	Chrysemys_picta_bellii	Gnathostomata
cpo	Mir-1306	1	Cavia_porcellus	Gnathostomata
dno	Mir-1306	1	Dasypus_novemcinctus	Gnathostomata
dre	Mir-1306	1	Danio_rerio	Gnathostomata
ete	Mir-1306	1	Echinops_telfairi	Gnathostomata
gga	Mir-1306	1	Gallus_gallus	Gnathostomata
gja	Mir-1306	1	Gekko_japonicus	Gnathostomata
gmo	Mir-1306	1	Gadus_morhua	Gnathostomata
lch	Mir-1306	1	Latimeria_chalumnae	Gnathostomata
loc	Mir-1306	1	Lepisosteus_oculatus	Gnathostomata
mal	Mir-1306	1	Monopterus_albus	Gnathostomata
mdo	Mir-1306	1	Monodelphis_domestica	Gnathostomata
mml	Mir-1306	1	Macaca_mulatta	Gnathostomata
mmu	Mir-1306	1	Mus_musculus	Gnathostomata
mun	Mir-1306	1	Microcaecilia_unicolor	Gnathostomata
oan	Mir-1306	1	Ornithorhynchus_anatinus	Gnathostomata
ocu	Mir-1306	1	Oryctolagus_cuniculus	Gnathostomata
pbv	Mir-1306	1	Python_bivittatus	Gnathostomata
rno	Mir-1306	1	Rattus_norvegicus	Gnathostomata
sha	Mir-1306	1	Sarcophilus_harrisii	Gnathostomata
spt	Mir-1306	1	Sphenodon_punctatus	Gnathostomata
sto	Mir-1306	1	Scyliorhinus_torazame	Gnathostomata
tgu	Mir-1306	1	Taeniopygia_guttata	Gnathostomata
tni	Mir-1306	1	Tetraodon_nigroviridis	Gnathostomata
xla	Mir-1306	2	Xenopus_laevis	Gnathostomata
xtr	Mir-1306	1	Xenopus_tropicalis	Gnathostomata
bta	Mir-1307	1	Bos_taurus	Eutheria
cfa	Mir-1307	1	Canis_familiaris	Eutheria
dno	Mir-1307	1	Dasypus_novemcinctus	Eutheria
mml	Mir-1307	1	Macaca_mulatta	Eutheria
ocu	Mir-1307	1	Oryctolagus_cuniculus	Eutheria
aca	Mir-130	7	Anolis_carolinensis	Vertebrata
ami	Mir-130	6	Alligator_mississippiensis	Vertebrata
bta	Mir-130	5	Bos_taurus	Vertebrata
cfa	Mir-130	5	Canis_familiaris	Vertebrata
cli	Mir-130	5	Columba_livia	Vertebrata
cmi	Mir-130	7	Callorhinchus_milii	Vertebrata
cpi	Mir-130	7	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-130	5	Cavia_porcellus	Vertebrata
dno	Mir-130	5	Dasypus_novemcinctus	Vertebrata
dre	Mir-130	9	Danio_rerio	Vertebrata
ebu	Mir-130	5	Eptatretus_burgeri	Vertebrata
ete	Mir-130	3	Echinops_telfairi	Vertebrata
gga	Mir-130	6	Gallus_gallus	Vertebrata
gja	Mir-130	7	Gekko_japonicus	Vertebrata
gmo	Mir-130	6	Gadus_morhua	Vertebrata
lch	Mir-130	11	Latimeria_chalumnae	Vertebrata
loc	Mir-130	6	Lepisosteus_oculatus	Vertebrata
mal	Mir-130	7	Monopterus_albus	Vertebrata
mdo	Mir-130	6	Monodelphis_domestica	Vertebrata
mml	Mir-130	5	Macaca_mulatta	Vertebrata
mmu	Mir-130	4	Mus_musculus	Vertebrata
mun	Mir-130	7	Microcaecilia_unicolor	Vertebrata
oan	Mir-130	6	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-130	4	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-130	7	Python_bivittatus	Vertebrata
pma	Mir-130	7	Petromyzon_marinus	Vertebrata
rno	Mir-130	4	Rattus_norvegicus	Vertebrata
sha	Mir-130	6	Sarcophilus_harrisii	Vertebrata
spt	Mir-130	7	Sphenodon_punctatus	Vertebrata
sto	Mir-130	9	Scyliorhinus_torazame	Vertebrata
tgu	Mir-130	6	Taeniopygia_guttata	Vertebrata
tni	Mir-130	2	Tetraodon_nigroviridis	Vertebrata
xla	Mir-130	11	Xenopus_laevis	Vertebrata
xtr	Mir-130	6	Xenopus_tropicalis	Vertebrata
mml	Mir-1323	1	Macaca_mulatta	Catarrhini
aca	Mir-1329	1	Anolis_carolinensis	Vertebrata
ami	Mir-1329	1	Alligator_mississippiensis	Vertebrata
bta	Mir-1329	1	Bos_taurus	Vertebrata
cli	Mir-1329	1	Columba_livia	Vertebrata
cmi	Mir-1329	1	Callorhinchus_milii	Vertebrata
cpi	Mir-1329	1	Chrysemys_picta_bellii	Vertebrata
ebu	Mir-1329	1	Eptatretus_burgeri	Vertebrata
gga	Mir-1329	1	Gallus_gallus	Vertebrata
gja	Mir-1329	1	Gekko_japonicus	Vertebrata
mdo	Mir-1329	1	Monodelphis_domestica	Vertebrata
mun	Mir-1329	1	Microcaecilia_unicolor	Vertebrata
oan	Mir-1329	1	Ornithorhynchus_anatinus	Vertebrata
pbv	Mir-1329	1	Python_bivittatus	Vertebrata
pma	Mir-1329	1	Petromyzon_marinus	Vertebrata
sha	Mir-1329	1	Sarcophilus_harrisii	Vertebrata
spt	Mir-1329	1	Sphenodon_punctatus	Vertebrata
sto	Mir-1329	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-1329	1	Taeniopygia_guttata	Vertebrata
xla	Mir-1329	2	Xenopus_laevis	Vertebrata
xtr	Mir-1329	1	Xenopus_tropicalis	Vertebrata
aca	Mir-132	2	Anolis_carolinensis	Vertebrata
ami	Mir-132	2	Alligator_mississippiensis	Vertebrata
bta	Mir-132	2	Bos_taurus	Vertebrata
cfa	Mir-132	2	Canis_familiaris	Vertebrata
cmi	Mir-132	2	Callorhinchus_milii	Vertebrata
cpi	Mir-132	2	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-132	2	Cavia_porcellus	Vertebrata
dno	Mir-132	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-132	4	Danio_rerio	Vertebrata
ebu	Mir-132	2	Eptatretus_burgeri	Vertebrata
ete	Mir-132	1	Echinops_telfairi	Vertebrata
gga	Mir-132	2	Gallus_gallus	Vertebrata
gja	Mir-132	2	Gekko_japonicus	Vertebrata
gmo	Mir-132	4	Gadus_morhua	Vertebrata
lch	Mir-132	2	Latimeria_chalumnae	Vertebrata
loc	Mir-132	2	Lepisosteus_oculatus	Vertebrata
mal	Mir-132	4	Monopterus_albus	Vertebrata
mdo	Mir-132	2	Monodelphis_domestica	Vertebrata
mml	Mir-132	2	Macaca_mulatta	Vertebrata
mmu	Mir-132	2	Mus_musculus	Vertebrata
mun	Mir-132	2	Microcaecilia_unicolor	Vertebrata
oan	Mir-132	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-132	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-132	2	Python_bivittatus	Vertebrata
pma	Mir-132	3	Petromyzon_marinus	Vertebrata
rno	Mir-132	2	Rattus_norvegicus	Vertebrata
sha	Mir-132	2	Sarcophilus_harrisii	Vertebrata
spt	Mir-132	2	Sphenodon_punctatus	Vertebrata
sto	Mir-132	1	Scyliorhinus_torazame	Vertebrata
tgu	Mir-132	2	Taeniopygia_guttata	Vertebrata
tni	Mir-132	4	Tetraodon_nigroviridis	Vertebrata
xla	Mir-132	4	Xenopus_laevis	Vertebrata
xtr	Mir-132	2	Xenopus_tropicalis	Vertebrata
aae	Mir-133	1	Aedes_aegypti	Bilateria
aca	Mir-133	4	Anolis_carolinensis	Bilateria
ami	Mir-133	4	Alligator_mississippiensis	Bilateria
asu	Mir-133	1	Ascaris_suum	Bilateria
bfl	Mir-133	1	Branchiostoma_floridae	Bilateria
bge	Mir-133	1	Blattella_germanica	Bilateria
bla	Mir-133	1	Branchiostoma_lanceolatum	Bilateria
bta	Mir-133	3	Bos_taurus	Bilateria
cbr	Mir-133	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-133	1	Caenorhabditis_elegans	Bilateria
cfa	Mir-133	3	Canis_familiaris	Bilateria
cgi	Mir-133	1	Crassostrea_gigas	Bilateria
cin	Mir-133	1	Ciona_intestinalis	Bilateria
cli	Mir-133	4	Columba_livia	Bilateria
cmi	Mir-133	3	Callorhinchus_milii	Bilateria
cpi	Mir-133	4	Chrysemys_picta_bellii	Bilateria
cpo	Mir-133	3	Cavia_porcellus	Bilateria
csc	Mir-133	3	Centruroides_sculpturatus	Bilateria
cte	Mir-133	1	Capitella_teleta	Bilateria
dan	Mir-133	1	Drosophila_ananassae	Bilateria
dma	Mir-133	1	Daphnia_magna	Bilateria
dme	Mir-133	1	Drosophila_melanogaster	Bilateria
dmo	Mir-133	1	Drosophila_mojavensis	Bilateria
dno	Mir-133	3	Dasypus_novemcinctus	Bilateria
dpu	Mir-133	1	Daphnia_pulex	Bilateria
dre	Mir-133	4	Danio_rerio	Bilateria
dsi	Mir-133	1	Drosophila_simulans	Bilateria
dya	Mir-133	1	Drosophila_yakuba	Bilateria
ebu	Mir-133	6	Eptatretus_burgeri	Bilateria
efe	Mir-133	1	Eisenia_fetida	Bilateria
esc	Mir-133	1	Euprymna_scolopes	Bilateria
ete	Mir-133	3	Echinops_telfairi	Bilateria
gga	Mir-133	4	Gallus_gallus	Bilateria
gja	Mir-133	4	Gekko_japonicus	Bilateria
gmo	Mir-133	3	Gadus_morhua	Bilateria
hme	Mir-133	1	Heliconius_melpomene	Bilateria
isc	Mir-133	1	Ixodes_scapularis	Bilateria
lan	Mir-133	1	Lingula_anatina	Bilateria
lch	Mir-133	4	Latimeria_chalumnae	Bilateria
lgi	Mir-133	1	Lottia_gigantea	Bilateria
loc	Mir-133	3	Lepisosteus_oculatus	Bilateria
lpo	Mir-133	5	Limulus_polyphemus	Bilateria
mal	Mir-133	3	Monopterus_albus	Bilateria
mdo	Mir-133	3	Monodelphis_domestica	Bilateria
mml	Mir-133	3	Macaca_mulatta	Bilateria
mmu	Mir-133	3	Mus_musculus	Bilateria
mun	Mir-133	4	Microcaecilia_unicolor	Bilateria
npo	Mir-133	1	Nautilus_pompilius	Bilateria
oan	Mir-133	4	Ornithorhynchus_anatinus	Bilateria
obi	Mir-133	1	Octopus_bimaculoides	Bilateria
ocu	Mir-133	2	Oryctolagus_cuniculus	Bilateria
ovu	Mir-133	1	Octopus_vulgaris	Bilateria
pbv	Mir-133	4	Python_bivittatus	Bilateria
pfl	Mir-133	1	Ptychodera_flava	Bilateria
pma	Mir-133	4	Petromyzon_marinus	Bilateria
pmi	Mir-133	1	Patiria_miniata	Bilateria
rno	Mir-133	3	Rattus_norvegicus	Bilateria
sha	Mir-133	3	Sarcophilus_harrisii	Bilateria
sko	Mir-133	1	Saccoglossus_kowalevskii	Bilateria
sme	Mir-133	2	Schmidtea_mediterranea	Bilateria
spt	Mir-133	4	Sphenodon_punctatus	Bilateria
spu	Mir-133	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-133	3	Scyliorhinus_torazame	Bilateria
tca	Mir-133	1	Tribolium_castaneum	Bilateria
tgu	Mir-133	4	Taeniopygia_guttata	Bilateria
tni	Mir-133	2	Tetraodon_nigroviridis	Bilateria
xbo	Mir-133	1	Xenoturbella_bocki	Bilateria
xla	Mir-133	8	Xenopus_laevis	Bilateria
xtr	Mir-133	4	Xenopus_tropicalis	Bilateria
bta	Mir-1343	1	Bos_taurus	Eutheria
cfa	Mir-1343	1	Canis_familiaris	Eutheria
cpo	Mir-1343	1	Cavia_porcellus	Eutheria
dno	Mir-1343	1	Dasypus_novemcinctus	Eutheria
ocu	Mir-1343	1	Oryctolagus_cuniculus	Eutheria
bta	Mir-134	1	Bos_taurus	Eutheria
cfa	Mir-134	1	Canis_familiaris	Eutheria
cpo	Mir-134	1	Cavia_porcellus	Eutheria
dno	Mir-134	1	Dasypus_novemcinctus	Eutheria
mml	Mir-134	1	Macaca_mulatta	Eutheria
mmu	Mir-134	1	Mus_musculus	Eutheria
ocu	Mir-134	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-134	1	Rattus_norvegicus	Eutheria
aca	Mir-135	3	Anolis_carolinensis	Chordata
ami	Mir-135	3	Alligator_mississippiensis	Chordata
bfl	Mir-135	2	Branchiostoma_floridae	Chordata
bla	Mir-135	2	Branchiostoma_lanceolatum	Chordata
bta	Mir-135	3	Bos_taurus	Chordata
cfa	Mir-135	3	Canis_familiaris	Chordata
cin	Mir-135	2	Ciona_intestinalis	Chordata
cli	Mir-135	3	Columba_livia	Chordata
cmi	Mir-135	3	Callorhinchus_milii	Chordata
cpi	Mir-135	3	Chrysemys_picta_bellii	Chordata
cpo	Mir-135	3	Cavia_porcellus	Chordata
dno	Mir-135	3	Dasypus_novemcinctus	Chordata
dre	Mir-135	4	Danio_rerio	Chordata
ebu	Mir-135	2	Eptatretus_burgeri	Chordata
ete	Mir-135	3	Echinops_telfairi	Chordata
gga	Mir-135	3	Gallus_gallus	Chordata
gja	Mir-135	3	Gekko_japonicus	Chordata
gmo	Mir-135	5	Gadus_morhua	Chordata
lch	Mir-135	3	Latimeria_chalumnae	Chordata
loc	Mir-135	3	Lepisosteus_oculatus	Chordata
mal	Mir-135	5	Monopterus_albus	Chordata
mdo	Mir-135	2	Monodelphis_domestica	Chordata
mml	Mir-135	3	Macaca_mulatta	Chordata
mmu	Mir-135	3	Mus_musculus	Chordata
mun	Mir-135	3	Microcaecilia_unicolor	Chordata
oan	Mir-135	3	Ornithorhynchus_anatinus	Chordata
ocu	Mir-135	3	Oryctolagus_cuniculus	Chordata
pbv	Mir-135	3	Python_bivittatus	Chordata
pma	Mir-135	2	Petromyzon_marinus	Chordata
rno	Mir-135	3	Rattus_norvegicus	Chordata
sha	Mir-135	2	Sarcophilus_harrisii	Chordata
spt	Mir-135	3	Sphenodon_punctatus	Chordata
sto	Mir-135	3	Scyliorhinus_torazame	Chordata
tgu	Mir-135	3	Taeniopygia_guttata	Chordata
tni	Mir-135	5	Tetraodon_nigroviridis	Chordata
xla	Mir-135	3	Xenopus_laevis	Chordata
xtr	Mir-135	2	Xenopus_tropicalis	Chordata
bta	Mir-136	1	Bos_taurus	Eutheria
cfa	Mir-136	1	Canis_familiaris	Eutheria
cpo	Mir-136	1	Cavia_porcellus	Eutheria
dno	Mir-136	1	Dasypus_novemcinctus	Eutheria
ete	Mir-136	1	Echinops_telfairi	Eutheria
mml	Mir-136	1	Macaca_mulatta	Eutheria
mmu	Mir-136	1	Mus_musculus	Eutheria
ocu	Mir-136	1	Oryctolagus_cuniculus	Eutheria
rno	Mir-136	1	Rattus_norvegicus	Eutheria
cpo	Mir-1379	1	Cavia_porcellus	Eutheria
aae	Mir-137	2	Aedes_aegypti	Bilateria
aca	Mir-137	2	Anolis_carolinensis	Bilateria
ami	Mir-137	2	Alligator_mississippiensis	Bilateria
asu	Mir-137	1	Ascaris_suum	Bilateria
bfl	Mir-137	1	Branchiostoma_floridae	Bilateria
bge	Mir-137	2	Blattella_germanica	Bilateria
bla	Mir-137	3	Branchiostoma_lanceolatum	Bilateria
bta	Mir-137	1	Bos_taurus	Bilateria
cbr	Mir-137	1	Caenorhabditis_briggsae	Bilateria
cel	Mir-137	1	Caenorhabditis_elegans	Bilateria
cfa	Mir-137	1	Canis_familiaris	Bilateria
cgi	Mir-137	1	Crassostrea_gigas	Bilateria
cli	Mir-137	2	Columba_livia	Bilateria
cmi	Mir-137	1	Callorhinchus_milii	Bilateria
cpi	Mir-137	2	Chrysemys_picta_bellii	Bilateria
csc	Mir-137	2	Centruroides_sculpturatus	Bilateria
cte	Mir-137	1	Capitella_teleta	Bilateria
dan	Mir-137	1	Drosophila_ananassae	Bilateria
dma	Mir-137	1	Daphnia_magna	Bilateria
dme	Mir-137	1	Drosophila_melanogaster	Bilateria
dmo	Mir-137	1	Drosophila_mojavensis	Bilateria
dno	Mir-137	1	Dasypus_novemcinctus	Bilateria
dpu	Mir-137	1	Daphnia_pulex	Bilateria
dre	Mir-137	2	Danio_rerio	Bilateria
dsi	Mir-137	1	Drosophila_simulans	Bilateria
dya	Mir-137	1	Drosophila_yakuba	Bilateria
ebu	Mir-137	1	Eptatretus_burgeri	Bilateria
efe	Mir-137	7	Eisenia_fetida	Bilateria
esc	Mir-137	1	Euprymna_scolopes	Bilateria
ete	Mir-137	1	Echinops_telfairi	Bilateria
gga	Mir-137	2	Gallus_gallus	Bilateria
gja	Mir-137	2	Gekko_japonicus	Bilateria
gmo	Mir-137	3	Gadus_morhua	Bilateria
hme	Mir-137	1	Heliconius_melpomene	Bilateria
isc	Mir-137	1	Ixodes_scapularis	Bilateria
lan	Mir-137	1	Lingula_anatina	Bilateria
lch	Mir-137	2	Latimeria_chalumnae	Bilateria
lgi	Mir-137	1	Lottia_gigantea	Bilateria
loc	Mir-137	2	Lepisosteus_oculatus	Bilateria
lpo	Mir-137	5	Limulus_polyphemus	Bilateria
mal	Mir-137	3	Monopterus_albus	Bilateria
mdo	Mir-137	2	Monodelphis_domestica	Bilateria
mml	Mir-137	1	Macaca_mulatta	Bilateria
mmu	Mir-137	1	Mus_musculus	Bilateria
mun	Mir-137	2	Microcaecilia_unicolor	Bilateria
oan	Mir-137	2	Ornithorhynchus_anatinus	Bilateria
obi	Mir-137	1	Octopus_bimaculoides	Bilateria
ocu	Mir-137	1	Oryctolagus_cuniculus	Bilateria
ovu	Mir-137	1	Octopus_vulgaris	Bilateria
pbv	Mir-137	2	Python_bivittatus	Bilateria
pfl	Mir-137	1	Ptychodera_flava	Bilateria
pma	Mir-137	3	Petromyzon_marinus	Bilateria
pmi	Mir-137	1	Patiria_miniata	Bilateria
rno	Mir-137	1	Rattus_norvegicus	Bilateria
sha	Mir-137	2	Sarcophilus_harrisii	Bilateria
sko	Mir-137	1	Saccoglossus_kowalevskii	Bilateria
spt	Mir-137	1	Sphenodon_punctatus	Bilateria
spu	Mir-137	1	Strongylocentrotus_purpuratus	Bilateria
sto	Mir-137	1	Scyliorhinus_torazame	Bilateria
tca	Mir-137	1	Tribolium_castaneum	Bilateria
tgu	Mir-137	1	Taeniopygia_guttata	Bilateria
tni	Mir-137	1	Tetraodon_nigroviridis	Bilateria
xbo	Mir-137	1	Xenoturbella_bocki	Bilateria
xla	Mir-137	1	Xenopus_laevis	Bilateria
xtr	Mir-137	1	Xenopus_tropicalis	Bilateria
aca	Mir-1388	1	Anolis_carolinensis	Gnathostomata
ami	Mir-1388	1	Alligator_mississippiensis	Gnathostomata
bta	Mir-1388	1	Bos_taurus	Gnathostomata
cfa	Mir-1388	1	Canis_familiaris	Gnathostomata
cli	Mir-1388	1	Columba_livia	Gnathostomata
cmi	Mir-1388	1	Callorhinchus_milii	Gnathostomata
cpi	Mir-1388	1	Chrysemys_picta_bellii	Gnathostomata
cpo	Mir-1388	1	Cavia_porcellus	Gnathostomata
dno	Mir-1388	1	Dasypus_novemcinctus	Gnathostomata
dre	Mir-1388	1	Danio_rerio	Gnathostomata
ete	Mir-1388	1	Echinops_telfairi	Gnathostomata
gga	Mir-1388	1	Gallus_gallus	Gnathostomata
gja	Mir-1388	1	Gekko_japonicus	Gnathostomata
gmo	Mir-1388	1	Gadus_morhua	Gnathostomata
lch	Mir-1388	1	Latimeria_chalumnae	Gnathostomata
loc	Mir-1388	1	Lepisosteus_oculatus	Gnathostomata
mal	Mir-1388	1	Monopterus_albus	Gnathostomata
mdo	Mir-1388	1	Monodelphis_domestica	Gnathostomata
mun	Mir-1388	1	Microcaecilia_unicolor	Gnathostomata
oan	Mir-1388	1	Ornithorhynchus_anatinus	Gnathostomata
pbv	Mir-1388	1	Python_bivittatus	Gnathostomata
sha	Mir-1388	1	Sarcophilus_harrisii	Gnathostomata
spt	Mir-1388	1	Sphenodon_punctatus	Gnathostomata
sto	Mir-1388	1	Scyliorhinus_torazame	Gnathostomata
tgu	Mir-1388	1	Taeniopygia_guttata	Gnathostomata
tni	Mir-1388	1	Tetraodon_nigroviridis	Gnathostomata
xla	Mir-1388	2	Xenopus_laevis	Gnathostomata
xtr	Mir-1388	1	Xenopus_tropicalis	Gnathostomata
aca	Mir-138	2	Anolis_carolinensis	Vertebrata
ami	Mir-138	2	Alligator_mississippiensis	Vertebrata
bta	Mir-138	2	Bos_taurus	Vertebrata
cfa	Mir-138	2	Canis_familiaris	Vertebrata
cli	Mir-138	2	Columba_livia	Vertebrata
cmi	Mir-138	2	Callorhinchus_milii	Vertebrata
cpi	Mir-138	1	Chrysemys_picta_bellii	Vertebrata
cpo	Mir-138	2	Cavia_porcellus	Vertebrata
dno	Mir-138	2	Dasypus_novemcinctus	Vertebrata
dre	Mir-138	2	Danio_rerio	Vertebrata
ebu	Mir-138	2	Eptatretus_burgeri	Vertebrata
ete	Mir-138	2	Echinops_telfairi	Vertebrata
gga	Mir-138	2	Gallus_gallus	Vertebrata
gja	Mir-138	2	Gekko_japonicus	Vertebrata
gmo	Mir-138	3	Gadus_morhua	Vertebrata
lch	Mir-138	2	Latimeria_chalumnae	Vertebrata
loc	Mir-138	2	Lepisosteus_oculatus	Vertebrata
mal	Mir-138	3	Monopterus_albus	Vertebrata
mdo	Mir-138	2	Monodelphis_domestica	Vertebrata
mml	Mir-138	2	Macaca_mulatta	Vertebrata
mmu	Mir-138	2	Mus_musculus	Vertebrata
mun	Mir-138	1	Microcaecilia_unicolor	Vertebrata
oan	Mir-138	2	Ornithorhynchus_anatinus	Vertebrata
ocu	Mir-138	2	Oryctolagus_cuniculus	Vertebrata
pbv	Mir-138	2	Python_bivittatus	Vertebrata
pma	Mir-138	3	Petromyzon_marinus	Vertebrata
rno	Mir-138	2	Rattus_norvegicus	Vertebrata
sha	Mir-138	2	Sarcophilus_harrisii	Vertebrata
